ID,TeamIdx,BotIdx,PosX,PosY,Action,ActX,ActY
0,1,4,60,60,i,0,0
1,1,4,62,60,i,0,0
2,1,4,61,62,i,0,0
3,1,4,63,63,i,0,0
4,1,4,64,64,i,0,0
5,1,4,64,66,i,0,0
6,1,4,65,63,i,0,0
7,1,4,67,62,i,0,0
8,1,4,66,66,i,0,0
9,1,4,60,64,i,0,0
10,1,4,68,66,i,0,0
11,1,4,64,68,i,0,0
12,1,4,68,64,i,0,0
13,1,4,67,68,i,0,0
14,1,4,61,66,i,0,0
15,1,4,61,68,i,0,0
16,1,9,67,70,i,0,0
17,1,9,69,70,i,0,0
18,1,9,71,71,i,0,0
19,1,9,62,70,i,0,0
20,1,9,70,64,i,0,0
21,1,9,70,68,i,0,0
22,1,9,70,72,i,0,0
23,1,9,69,62,i,0,0
24,1,9,72,71,i,0,0
25,1,9,66,65,i,0,0
26,1,9,72,68,i,0,0
27,1,9,71,74,i,0,0
28,1,9,74,73,i,0,0
29,1,9,63,71,i,0,0
30,1,9,63,72,i,0,0
31,1,9,65,69,i,0,0
32,1,9,70,60,i,0,0
33,1,9,72,63,i,0,0
34,1,9,73,74,i,0,0
35,1,9,72,61,i,0,0
36,1,9,61,72,i,0,0
37,1,9,74,64,i,0,0
38,1,9,70,66,i,0,0
39,1,9,64,74,i,0,0
40,1,9,62,74,i,0,0
41,1,9,74,68,i,0,0
42,1,9,75,66,i,0,0
43,1,9,77,66,i,0,0
44,1,9,74,75,i,0,0
45,1,9,76,70,i,0,0
46,1,9,76,77,i,0,0
47,1,9,77,77,i,0,0
48,1,9,69,72,i,0,0
49,1,9,73,65,i,0,0
50,1,9,62,76,i,0,0
51,1,9,78,67,i,0,0
52,1,9,74,61,i,0,0
53,1,9,77,79,i,0,0
54,1,9,60,74,i,0,0
55,1,9,79,65,i,0,0
56,1,9,78,70,i,0,0
57,1,9,76,73,i,0,0
58,1,9,75,61,i,0,0
59,1,9,76,68,i,0,0
60,1,9,61,78,i,0,0
61,1,9,64,75,i,0,0
62,1,9,80,68,i,0,0
63,1,9,81,72,i,0,0
64,1,9,61,81,i,0,0
65,1,9,77,61,i,0,0
66,1,9,78,74,i,0,0
67,1,9,79,61,i,0,0
68,1,9,80,66,i,0,0
69,1,9,64,78,i,0,0
70,1,9,63,79,i,0,0
71,1,9,84,73,i,0,0
72,1,9,65,71,i,0,0
73,1,9,81,61,i,0,0
74,1,9,60,82,i,0,0
75,1,9,75,78,i,0,0
76,1,9,82,67,i,0,0
77,1,9,66,73,i,0,0
78,1,9,84,67,i,0,0
79,1,9,77,81,i,0,0
80,1,9,62,83,i,0,0
81,1,9,82,60,i,0,0
82,1,9,64,79,i,0,0
83,1,9,82,69,i,0,0
84,1,9,84,69,i,0,0
85,1,9,66,74,i,0,0
86,1,9,79,78,i,0,0
87,1,9,68,73,i,0,0
88,1,9,73,69,i,0,0
89,1,9,76,63,i,0,0
90,1,9,79,80,i,0,0
91,1,9,85,66,i,0,0
92,1,9,66,81,i,0,0
93,1,9,81,80,i,0,0
94,1,41,83,81,i,0,0
95,1,41,65,83,i,0,0
96,1,41,88,66,i,0,0
97,1,41,80,83,i,0,0
98,1,41,68,86,i,0,0
99,1,41,92,67,i,0,0
100,1,41,82,85,i,0,0
101,1,41,81,74,i,0,0
102,1,41,86,87,i,0,0
103,1,41,67,89,i,0,0
104,1,41,68,77,i,0,0
105,1,41,69,93,i,0,0
106,1,41,62,86,i,0,0
107,1,41,83,63,i,0,0
108,1,41,71,79,i,0,0
109,1,41,95,69,i,0,0
110,1,40,85,63,i,0,0
111,1,40,71,96,i,0,0
112,2,12,140,140,i,0,0
113,2,12,138,139,i,0,0
114,2,12,139,137,i,0,0
115,2,12,135,139,i,0,0
116,2,12,134,140,i,0,0
117,2,12,140,135,i,0,0
118,2,12,138,134,i,0,0
119,2,12,132,139,i,0,0
120,2,12,130,139,i,0,0
121,2,12,138,132,i,0,0
122,2,12,136,133,i,0,0
123,2,12,134,137,i,0,0
124,2,12,138,130,i,0,0
125,2,12,131,136,i,0,0
126,2,12,129,136,i,0,0
127,2,12,136,136,i,0,0
128,2,12,127,134,i,0,0
129,2,10,136,131,i,0,0
130,2,38,135,138,i,0,0
131,2,38,132,137,i,0,0
132,2,38,135,135,i,0,0
133,2,38,130,135,i,0,0
134,2,38,138,134,i,0,0
135,2,38,126,133,i,0,0
136,2,38,133,133,i,0,0
137,2,38,131,132,i,0,0
138,2,38,133,131,i,0,0
139,2,38,140,132,i,0,0
140,2,38,128,136,i,0,0
141,2,39,125,131,i,0,0
142,2,39,137,132,i,0,0
143,2,39,131,129,i,0,0
144,2,39,121,128,i,0,0
145,2,39,123,133,i,0,0
146,2,39,116,126,m,111,121
147,2,39,114,125,m,109,120
148,2,39,128,130,i,0,0
149,2,39,131,127,i,0,0
150,2,39,131,124,i,0,0
151,2,39,125,128,i,0,0
152,2,39,130,139,i,0,0
153,2,39,136,129,i,0,0
0,1,4,64,64,i,0,0
1,1,4,66,64,i,0,0
2,1,4,65,66,i,0,0
3,1,4,67,66,i,0,0
4,1,4,68,68,i,0,0
5,1,4,67,70,i,0,0
6,1,4,69,66,i,0,0
7,1,4,71,66,i,0,0
8,1,4,70,70,i,0,0
9,1,4,64,68,i,0,0
10,1,4,72,70,i,0,0
11,1,4,68,72,i,0,0
12,1,4,72,68,i,0,0
13,1,4,71,72,i,0,0
14,1,4,65,70,i,0,0
15,1,4,65,72,i,0,0
16,1,9,72,75,i,0,0
17,1,9,74,75,i,0,0
18,1,9,76,75,i,0,0
19,1,9,66,75,i,0,0
20,1,9,75,68,i,0,0
21,1,9,74,73,i,0,0
22,1,9,75,77,i,0,0
23,1,9,74,67,i,0,0
24,1,9,77,76,i,0,0
25,1,9,71,69,i,0,0
26,1,9,77,72,i,0,0
27,1,9,76,79,i,0,0
28,1,9,79,78,i,0,0
29,1,9,68,75,i,0,0
30,1,9,67,77,i,0,0
31,1,9,70,74,i,0,0
32,1,9,75,65,i,0,0
33,1,9,77,68,i,0,0
34,1,9,78,79,i,0,0
35,1,9,77,65,i,0,0
36,1,9,66,77,i,0,0
37,1,9,79,69,i,0,0
38,1,9,75,71,i,0,0
39,1,9,69,78,i,0,0
40,1,9,67,79,i,0,0
41,1,9,79,73,i,0,0
42,1,9,80,71,i,0,0
43,1,9,82,71,i,0,0
44,1,9,79,80,m,83,84
45,1,9,81,75,i,0,0
46,1,9,80,81,i,0,0
47,1,9,82,82,m,86,86
48,1,9,74,76,i,0,0
49,1,9,77,70,i,0,0
50,1,9,67,81,i,0,0
51,1,9,83,72,i,0,0
52,1,9,78,65,i,0,0
53,1,9,82,84,i,0,0
54,1,9,65,78,i,0,0
55,1,9,83,70,i,0,0
56,1,9,83,75,i,0,0
57,1,9,81,78,i,0,0
58,1,9,80,66,i,0,0
59,1,9,81,72,i,0,0
60,1,9,66,82,i,0,0
61,1,9,68,80,i,0,0
62,1,9,84,73,m,89,78
63,1,9,86,76,m,90,80
64,1,9,66,85,i,0,0
65,1,9,82,65,i,0,0
66,1,9,82,79,i,0,0
67,1,9,84,66,i,0,0
68,1,9,85,70,i,0,0
69,1,9,69,82,i,0,0
70,1,9,67,83,i,0,0
71,1,9,88,77,m,92,81
72,1,9,70,76,i,0,0
73,1,9,85,66,i,0,0
74,1,9,65,87,i,0,0
75,1,9,80,83,m,84,87
76,1,9,86,71,m,91,76
77,1,9,71,77,i,0,0
78,1,9,89,72,m,93,76
79,1,9,82,86,i,0,0
80,1,9,67,88,i,0,0
81,1,9,87,65,i,0,0
82,1,9,69,84,i,0,0
83,1,9,87,74,i,0,0
84,1,9,89,74,m,93,78
85,1,9,71,79,i,0,0
86,1,9,84,82,i,0,0
87,1,9,73,78,i,0,0
88,1,9,77,74,i,0,0
89,1,9,81,68,i,0,0
90,1,9,84,85,m,87,88
91,1,9,90,71,m,94,75
92,1,9,70,86,i,0,0
93,1,9,85,85,i,0,0
94,1,41,89,87,m,93,90
95,1,41,71,89,i,0,0
96,1,41,94,72,i,0,0
97,1,41,86,89,m,89,92
98,1,41,74,91,i,0,0
99,1,41,98,73,m,103,78
100,1,41,88,91,i,0,0
101,1,41,87,80,i,0,0
102,1,41,92,92,m,97,98
103,1,41,73,95,m,78,100
104,1,41,74,83,i,0,0
105,1,41,75,99,i,0,0
106,1,41,68,92,i,0,0
107,1,41,88,69,i,0,0
108,1,41,77,85,i,0,0
109,1,41,101,74,i,0,0
110,1,40,90,67,m,94,72
111,1,40,75,101,m,77,103
112,2,12,132,132,m,125,125
113,2,12,130,131,m,124,125
114,2,12,131,129,m,126,123
115,2,12,127,130,m,122,125
116,2,12,125,131,m,120,127
117,2,12,131,127,m,126,121
118,2,12,129,126,i,0,0
119,2,12,123,131,m,119,127
120,2,12,121,130,m,117,126
121,2,12,130,124,m,125,120
122,2,12,128,125,m,124,121
123,2,12,126,128,i,0,0
124,2,12,130,122,m,126,118
125,2,12,123,128,m,119,124
