ID,TeamIdx,BotIdx,PosX,PosY,Action,ActX,ActY
0,1,0,60,60,i,0,0
1,1,0,63,60,i,0,0
2,1,0,66,60,i,0,0
3,1,0,62,63,i,0,0
4,1,0,62,65,i,0,0
5,1,0,64,64,i,0,0
6,1,0,62,68,i,0,0
7,1,0,66,66,i,0,0
8,1,0,68,67,i,0,0
9,1,0,67,63,i,0,0
10,1,0,70,62,i,0,0
11,1,0,62,71,i,0,0
12,1,0,73,62,i,0,0
13,1,0,70,70,i,0,0
14,1,0,61,73,i,0,0
15,1,0,73,69,i,0,0
16,1,0,70,73,i,0,0
17,1,0,72,74,i,0,0
18,1,0,63,75,i,0,0
19,1,0,75,60,i,0,0
20,1,0,74,76,i,0,0
21,1,0,72,65,i,0,0
22,1,0,65,77,i,0,0
23,1,0,65,79,i,0,0
24,1,0,79,72,i,0,0
25,1,0,76,68,i,0,0
26,1,0,74,66,i,0,0
27,1,0,75,72,i,0,0
28,1,0,63,82,i,0,0
29,1,0,65,69,i,0,0
30,1,0,77,76,i,0,0
31,1,0,80,75,i,0,0
32,1,0,65,85,i,0,0
33,1,0,65,71,i,0,0
34,1,0,75,79,i,0,0
35,1,0,67,73,i,0,0
36,1,0,76,64,i,0,0
37,1,0,79,69,i,0,0
38,1,0,68,75,i,0,0
39,1,0,78,61,i,0,0
40,1,0,67,81,i,0,0
41,1,0,82,68,i,0,0
42,1,0,77,80,i,0,0
43,1,0,68,84,i,0,0
44,1,0,86,70,i,0,0
45,1,0,79,82,i,0,0
46,1,0,87,73,i,0,0
47,1,0,61,78,i,0,0
48,1,0,79,85,i,0,0
49,1,0,67,87,i,0,0
50,1,0,66,90,i,0,0
51,1,0,72,77,i,0,0
52,1,0,83,71,i,0,0
53,1,0,80,63,i,0,0
54,1,0,80,87,i,0,0
55,1,0,89,70,i,0,0
56,1,0,91,72,i,0,0
57,1,0,75,81,i,0,0
58,1,0,82,64,i,0,0
59,1,0,82,76,i,0,0
60,1,0,70,86,i,0,0
61,1,0,83,79,i,0,0
62,1,0,83,89,i,0,0
63,1,0,80,79,i,0,0
64,1,0,85,64,i,0,0
65,1,0,87,66,i,0,0
66,1,0,66,95,i,0,0
67,1,0,75,84,i,0,0
68,1,0,81,60,i,0,0
69,1,0,89,75,i,0,0
70,1,0,89,64,i,0,0
71,1,0,83,82,i,0,0
72,1,0,70,89,i,0,0
73,1,0,91,76,i,0,0
74,1,0,82,91,i,0,0
75,1,0,83,94,i,0,0
76,1,0,66,98,i,0,0
77,1,0,71,80,i,0,0
78,1,0,76,86,i,0,0
79,1,0,85,90,i,0,0
80,1,0,72,92,i,0,0
81,1,0,86,80,i,0,0
82,1,0,72,82,i,0,0
83,1,0,73,94,i,0,0
84,1,0,85,94,i,0,0
85,1,0,93,75,i,0,0
86,1,0,68,78,i,0,0
87,1,0,85,75,i,0,0
88,1,0,91,63,i,0,0
89,1,1,95,74,i,0,0
90,1,1,81,83,i,0,0
91,1,1,67,69,i,0,0
92,1,1,69,82,i,0,0
93,1,1,75,96,i,0,0
94,1,1,91,66,i,0,0
95,1,1,73,72,i,0,0
96,2,13,140,140,i,0,0
97,2,3,138,137,i,0,0
98,2,3,137,139,i,0,0
99,2,36,140,140,i,0,0
100,2,36,137,139,i,0,0
101,2,36,138,137,i,0,0
