ID,TeamIdx,BotIdx,PosX,PosY,Action,ActX,ActY
0,1,5,60,60,i,0,0
1,1,5,62,60,i,0,0
2,1,5,63,62,i,0,0
3,1,5,66,64,i,0,0
4,1,5,65,60,i,0,0
5,1,5,61,62,i,0,0
6,1,5,61,64,i,0,0
7,1,5,68,65,i,0,0
8,1,10,61,66,i,0,0
9,1,10,69,67,i,0,0
10,1,10,66,62,i,0,0
11,1,10,62,67,i,0,0
12,1,10,63,65,i,0,0
13,1,10,63,68,i,0,0
14,1,10,71,65,i,0,0
15,1,10,64,64,i,0,0
16,1,10,68,62,i,0,0
17,1,10,63,69,i,0,0
18,1,10,67,60,i,0,0
19,1,10,73,67,i,0,0
20,1,10,70,63,i,0,0
21,1,10,61,69,i,0,0
22,1,10,63,71,i,0,0
23,1,10,64,72,i,0,0
24,1,10,69,60,i,0,0
25,1,10,60,70,i,0,0
26,1,10,64,66,i,0,0
27,1,10,64,70,i,0,0
28,1,10,63,73,i,0,0
29,1,10,71,67,i,0,0
30,1,10,70,60,i,0,0
31,1,10,74,68,i,0,0
32,1,10,66,66,i,0,0
33,1,10,71,62,i,0,0
34,1,10,61,73,i,0,0
35,1,10,72,61,i,0,0
36,1,10,67,67,i,0,0
37,1,10,74,61,i,0,0
38,1,10,66,72,i,0,0
39,1,10,62,74,i,0,0
40,1,10,67,69,i,0,0
41,1,10,61,76,i,0,0
42,1,10,67,74,i,0,0
43,1,10,61,78,i,0,0
44,1,10,75,63,i,0,0
45,1,10,72,69,i,0,0
46,1,10,73,70,i,0,0
47,1,10,65,68,i,0,0
48,1,10,68,72,i,0,0
49,1,10,68,75,i,0,0
50,1,10,69,77,i,0,0
51,1,10,72,64,i,0,0
52,1,10,65,74,i,0,0
53,1,10,65,75,i,0,0
54,1,10,76,60,i,0,0
55,1,10,75,65,i,0,0
56,1,10,64,77,i,0,0
57,1,10,69,74,i,0,0
58,1,10,68,69,i,0,0
59,1,10,62,76,i,0,0
60,1,10,65,79,i,0,0
61,1,10,70,78,i,0,0
62,1,10,70,68,i,0,0
63,1,10,72,78,i,0,0
64,1,10,77,67,i,0,0
65,1,10,73,63,i,0,0
66,1,10,77,62,i,0,0
67,1,10,71,74,i,0,0
68,1,10,78,69,i,0,0
69,1,10,70,71,i,0,0
70,1,10,63,75,i,0,0
71,1,10,66,76,i,0,0
72,1,10,74,71,i,0,0
73,1,10,80,68,i,0,0
74,1,10,79,70,i,0,0
75,1,10,78,60,i,0,0
76,1,10,72,74,i,0,0
77,1,10,70,79,i,0,0
78,1,10,78,62,i,0,0
79,1,10,75,72,i,0,0
80,1,10,67,78,i,0,0
81,1,10,80,62,i,0,0
82,1,10,69,81,i,0,0
83,1,10,79,66,i,0,0
84,1,10,73,76,i,0,0
85,1,10,77,73,i,0,0
86,1,10,63,79,i,0,0
87,1,10,76,64,i,0,0
88,1,10,78,74,i,0,0
89,1,10,74,77,i,0,0
90,1,10,81,61,i,0,0
91,1,10,78,65,i,0,0
92,1,10,83,61,i,0,0
93,1,10,64,80,i,0,0
94,1,10,62,81,i,0,0
95,1,10,81,70,i,0,0
96,1,10,80,65,i,0,0
97,1,10,81,67,i,0,0
98,1,10,83,70,i,0,0
99,1,10,63,82,i,0,0
100,1,10,74,73,i,0,0
101,1,10,73,80,i,0,0
102,1,10,81,63,i,0,0
103,1,10,76,66,i,0,0
104,1,10,76,74,i,0,0
105,1,10,84,73,i,0,0
106,1,10,83,63,i,0,0
107,1,10,75,78,i,0,0
108,1,10,63,84,i,0,0
109,1,10,72,81,i,0,0
110,1,10,66,80,i,0,0
111,1,10,70,82,i,0,0
112,1,10,72,83,i,0,0
113,1,10,61,82,i,0,0
114,1,10,62,86,i,0,0
115,1,10,73,84,i,0,0
116,1,10,65,82,i,0,0
117,1,10,70,83,i,0,0
118,1,10,64,83,i,0,0
119,1,10,66,83,i,0,0
120,1,10,80,75,i,0,0
121,1,10,80,63,i,0,0
122,1,10,79,72,i,0,0
123,1,21,65,86,i,0,0
124,1,21,85,70,i,0,0
125,1,17,85,62,i,0,0
126,1,17,83,67,i,0,0
127,1,17,75,84,i,0,0
128,1,17,86,63,i,0,0
129,1,17,71,85,i,0,0
130,1,17,81,76,i,0,0
131,1,17,67,85,i,0,0
132,1,17,76,69,i,0,0
133,1,17,85,72,i,0,0
134,1,17,82,64,i,0,0
135,1,17,82,78,i,0,0
136,1,17,82,68,i,0,0
137,1,17,84,78,i,0,0
138,1,17,75,80,i,0,0
139,1,17,71,72,i,0,0
140,1,17,88,71,i,0,0
141,1,17,68,87,i,0,0
142,1,17,77,75,i,0,0
143,1,17,82,72,i,0,0
144,1,17,64,88,i,0,0
145,1,17,84,65,i,0,0
146,1,31,62,91,i,0,0
147,1,31,88,65,i,0,0
148,2,13,140,140,i,0,0
149,2,13,137,138,i,0,0
150,2,13,132,138,i,0,0
151,2,13,129,137,i,0,0
152,2,13,135,134,i,0,0
153,2,6,139,135,i,0,0
154,2,6,136,131,i,0,0
155,2,6,127,140,i,0,0
156,2,6,138,133,i,0,0
157,2,6,125,136,i,0,0
158,2,6,127,134,i,0,0
159,2,6,133,131,i,0,0
160,2,6,124,133,i,0,0
161,2,6,140,137,i,0,0
162,2,6,140,131,i,0,0
163,2,6,123,131,i,0,0
164,2,6,138,130,i,0,0
165,2,6,132,129,i,0,0
166,2,6,137,129,i,0,0
167,2,6,123,136,i,0,0
168,2,6,135,129,i,0,0
169,2,6,122,135,i,0,0
170,2,6,131,134,i,0,0
171,2,6,131,127,i,0,0
172,2,6,129,127,i,0,0
173,2,6,139,128,i,0,0
174,2,6,130,132,i,0,0
175,2,6,121,131,i,0,0
176,2,6,131,126,i,0,0
177,2,41,139,139,i,0,0
178,2,41,136,135,i,0,0
179,2,41,133,139,i,0,0
180,2,42,138,131,i,0,0
0,1,5,65,66,i,0,0
1,1,5,67,66,i,0,0
2,1,5,68,68,i,0,0
3,1,5,71,70,i,0,0
4,1,5,70,67,i,0,0
5,1,5,66,68,i,0,0
6,1,5,66,70,i,0,0
7,1,5,73,71,i,0,0
8,1,10,70,75,i,0,0
9,1,10,78,77,i,0,0
10,1,10,74,72,i,0,0
11,1,10,71,76,i,0,0
12,1,10,71,75,i,0,0
13,1,10,72,77,i,0,0
14,1,10,79,76,i,0,0
15,1,10,73,74,i,0,0
16,1,10,76,72,i,0,0
17,1,10,72,79,i,0,0
18,1,10,75,71,i,0,0
19,1,10,81,77,i,0,0
20,1,10,78,73,i,0,0
21,1,10,70,78,i,0,0
22,1,10,72,80,i,0,0
23,1,10,74,81,i,0,0
24,1,10,77,71,i,0,0
25,1,10,70,80,i,0,0
26,1,10,73,76,i,0,0
27,1,10,74,79,i,0,0
28,1,10,72,82,i,0,0
29,1,10,79,77,i,0,0
30,1,10,78,71,i,0,0
31,1,10,82,78,i,0,0
32,1,10,75,76,i,0,0
33,1,10,79,73,i,0,0
34,1,10,71,81,i,0,0
35,1,10,80,72,i,0,0
36,1,10,75,77,i,0,0
37,1,10,82,72,i,0,0
38,1,10,75,81,i,0,0
39,1,10,71,83,i,0,0
40,1,10,75,79,i,0,0
41,1,10,71,84,i,0,0
42,1,10,76,83,i,0,0
43,1,10,72,86,i,0,0
44,1,10,82,74,i,0,0
45,1,10,81,79,i,0,0
46,1,10,81,80,i,0,0
47,1,10,74,78,i,0,0
48,1,10,77,82,i,0,0
49,1,10,77,85,i,0,0
50,1,10,78,86,i,0,0
51,1,10,80,75,i,0,0
52,1,10,75,83,i,0,0
53,1,10,74,85,i,0,0
54,1,10,83,72,i,0,0
55,1,10,82,76,i,0,0
56,1,10,74,86,i,0,0
57,1,10,78,83,i,0,0
58,1,10,77,79,i,0,0
59,1,10,72,85,i,0,0
60,1,10,75,87,i,0,0
61,1,10,80,87,m,89,96
62,1,10,78,78,i,0,0
63,1,10,81,88,m,90,96
64,1,10,85,78,i,0,0
65,1,10,81,74,i,0,0
66,1,10,84,73,i,0,0
67,1,10,80,83,i,0,0
68,1,10,86,80,i,0,0
69,1,10,78,81,i,0,0
70,1,10,73,83,i,0,0
71,1,10,75,86,i,0,0
72,1,10,82,81,i,0,0
73,1,10,87,79,i,0,0
74,1,10,87,81,i,0,0
75,1,10,85,72,i,0,0
76,1,10,81,84,i,0,0
77,1,10,79,88,m,89,97
78,1,10,85,74,i,0,0
79,1,10,83,82,i,0,0
80,1,10,76,88,i,0,0
81,1,10,86,73,i,0,0
82,1,10,79,90,m,88,98
83,1,10,86,77,i,0,0
84,1,10,81,86,i,0,0
85,1,10,85,83,m,93,93
86,1,10,73,87,i,0,0
87,1,10,83,75,i,0,0
88,1,10,86,85,i,0,0
89,1,10,83,87,i,0,0
90,1,10,88,72,i,0,0
91,1,10,85,76,i,0,0
92,1,10,89,73,i,0,0
93,1,10,74,89,i,0,0
94,1,10,72,89,i,0,0
95,1,10,88,81,m,95,92
96,1,10,87,76,i,0,0
97,1,10,88,78,i,0,0
98,1,10,90,82,m,96,92
99,1,10,73,90,i,0,0
100,1,10,82,83,i,0,0
101,1,10,82,89,m,90,97
102,1,10,88,74,i,0,0
103,1,10,83,77,i,0,0
104,1,10,84,84,i,0,0
105,1,10,91,84,i,0,0
106,1,10,89,74,i,0,0
107,1,10,84,88,i,0,0
108,1,10,74,92,i,0,0
109,1,10,82,90,m,90,98
110,1,10,76,88,i,0,0
111,1,10,80,91,i,0,0
112,1,10,82,91,m,90,99
113,1,10,71,91,i,0,0
114,1,10,73,93,i,0,0
115,1,10,82,93,i,0,0
116,1,10,75,90,i,0,0
117,1,10,80,92,m,89,99
118,1,10,74,92,i,0,0
119,1,10,76,91,i,0,0
120,1,10,88,85,m,94,94
121,1,10,86,75,i,0,0
122,1,10,87,83,i,0,0
123,1,21,73,93,i,0,0
124,1,21,91,80,m,94,85
125,1,17,91,74,i,0,0
126,1,17,89,78,i,0,0
127,1,17,84,94,i,0,0
128,1,17,92,75,i,0,0
129,1,17,81,93,m,90,100
130,1,17,89,87,m,95,95
131,1,17,77,92,m,87,100
132,1,17,84,79,i,0,0
133,1,17,92,84,i,0,0
134,1,17,89,76,i,0,0
135,1,17,90,88,m,95,96
136,1,17,89,80,m,95,91
137,1,17,91,89,m,96,96
138,1,17,84,90,i,0,0
139,1,17,80,82,i,0,0
140,1,17,94,82,m,99,92
141,1,17,78,95,i,0,0
142,1,17,85,85,m,93,94
143,1,17,89,83,m,95,93
144,1,17,74,96,i,0,0
145,1,17,90,77,i,0,0
146,1,31,70,95,m,75,97
147,1,31,92,73,m,94,78
148,2,13,135,134,i,0,0
149,2,13,132,132,i,0,0
150,2,13,127,132,i,0,0
151,2,13,124,131,i,0,0
152,2,13,129,128,i,0,0
153,2,6,134,129,i,0,0
154,2,6,130,125,i,0,0
155,2,6,122,133,i,0,0
156,2,6,132,127,i,0,0
157,2,6,120,129,i,0,0
158,2,6,122,128,m,120,125
159,2,6,128,125,i,0,0
160,2,6,119,127,i,0,0
161,2,6,134,131,i,0,0
162,2,6,134,125,i,0,0
